address,city,name,state,type,x,y,zip,first_appearance,final_appearance,block_fips,tract_fips
5200 Taravella Rd. ,Marrero,Big Easy Brewing Company ,LA,MicroBrewery,-90.1043016859,29.881457793,70072,2006,2007,220510267001012,22051026700
5200 Taravella Road ,Marrero,Big Easy Brewing Company ,LA,MicroBrewery,-90.10512,29.8809949,70072,2005,2005,220510267001012,22051026700
24 Kulick Road,Fairfield,Cricket Hill Brewery,NJ,MicroBrewery,-74.296359,40.872566,7004,2005,2005,340130216013027,34013021601
24 Kulick Rd.,Fairfield,Cricket Hill Brewery,NJ,MicroBrewery,-74.2964451016,40.8732729776,7004,2006,2015,340130216013010,34013021601
131 Summer Street,Stamford,SBC Downtown Restaurant & Brewery,CT,BrewPub,-73.5404473,41.0544461,6901,2005,2005,090010201002002,09001020100
131 Summer St.,Stamford,SBC Downtown Restaurant & Brewery,CT,BrewPub,-73.5399136179,41.0533322584,6901,2006,2014,090010201002002,09001020100
107 N. Lincoln Ave.,Hastings,Murphy's Wagon Wheel,NE,BrewPub,-98.3912904598,40.584357736,68901,2006,2006,310019657001039,31001965700
107 N. Lincoln Avenue,Hastings,Murphy's Wagon Wheel,NE,BrewPub,-98.3911904,40.5844219,68901,2005,2005,310019657001039,31001965700
18 E. 21st St.,Kearney,Thunderhead Brewing Co.,NE,BrewPub,-99.0816031996,40.6967260706,68847,2006,2015,310199695003004,31019969500
18 East 21st Street,Kearney,Thunderhead Brewing Co.,NE,BrewPub,-99.0808817,40.6967545,68847,2005,2005,310199695003004,31019969500
14 E. Railroad St.,Kearney,Platte Valley Brewing Co.,NE,BrewPub,-99.0817057056,40.6955165085,68847,2006,2010,310199695003021,31019969500
14 East Railroad Street,Kearney,Platte Valley Brewing Co.,NE,BrewPub,-99.0811672,40.6953842,68847,2005,2005,310199695003021,31019969500
120 East Third Street,Grand Island,Copper Eagle Brewing Co.,NE,BrewPub,-98.3397408,40.9259496,68801,2005,2005,310790010001010,31079001000
120 E. 3rd St.,Grand Island,Copper Eagle Brewing Co.,NE,BrewPub,-98.339737735,40.9259984128,68801,2006,2015,310790010001010,31079001000
2804 13th Street,Columbus,Gottberg Brewpub,NE,BrewPub,-97.3621953,41.4296772,68601,2005,2005,311419656002100,31141965600
2804 13th St.,Columbus,Gottberg Brewpub,NE,BrewPub,-97.3619053294,41.4295208162,68601,2006,2015,311419656002099,31141965600
200 N. 11th St.,Lincoln,Misty's Steakhouse & Brewery,NE,BrewPub,-96.7051089082,40.8148320435,68508,2006,2015,311090019001009,31109001900
710 P Street,Lincoln,Lazlo's Brewery & Grill,NE,BrewPub,-96.710548,40.815109,68508,2005,2005,311090005001044,31109000500
200 N. 11th Street,Lincoln,Misty's Steakhouse & Brewery,NE,BrewPub,-96.7050646,40.8150086,68508,2005,2005,311090019001009,31109001900
710 P St.,Lincoln,Lazlo's Brewery & Grill,NE,BrewPub,-96.7110058283,40.8149386917,68508,2006,2007,311090005001043,31109000500
210 N 7th St.,Lincoln,Lazlo's Brewery & Grill,NE,BrewHouse,-96.710796,40.81496,68508,2008,2015,311090005001044,31109000500
6150 O St.,Lincoln,Granite City Food & Brewery ,NE,BrewPub,-96.6355027591,40.8135270597,68505,2006,2015,311090012003011,31109001200
6150 O Street,Lincoln,Granite City Food & Brewery ,NE,BrewPub,-96.6380559,40.8135114,68505,2005,2005,311090012003011,31109001200
300 West Fourth Street,Cortland,Spilker Ales,NE,MicroBrewery,-96.7070351,40.5057653,68331,2005,2005,310679647001280,31067964700
300 W. 4th St.,Cortland,Spilker Ales,NE,MicroBrewery,-96.7073090348,40.5057976397,68331,2006,2015,310679647001280,31067964700
636 N. 114th St.,Omaha,DJ's Dugout,NE,BrewPub,-96.0900823531,41.2646322402,68154,2006,2010,310550074443013,31055007444
636 N. 114th Street,Omaha,DJ's Dugout,NE,BrewPub,-96.0927397,41.2651029,68154,2005,2005,310550074443016,31055007444
10922 Elm Street,Omaha,Jaipur Indian Restaurant & Brewpub,NE,BrewPub,-96.0833532,41.2328688,68144,2005,2005,310550069043009,31055006904
10922 Elm St.,Omaha,Jaipur Indian Restaurant & Brewpub,NE,BrewPub,-96.0821435316,41.2326629202,68144,2006,2015,310550069043012,31055006904
17070 W. Center Rd.,Omaha,Upstream Brewing Company ,NE,BrewPub,-96.1818909645,41.2329531026,68130,2006,2015,310550074511006,31055007451
17070 Wright Plaza,Omaha,Upstream Brewing Company ,NE,BrewPub,-96.1820539,41.2332584,68130,2005,2005,310550074511006,31055007451
514 South 11th Street ,Omaha,Upstream Brewing Company ,NE,BrewPub,-95.930883,41.254724,68102,2005,2005,310550018002043,31055001800
514 S. 11th St. ,Omaha,Upstream Brewing Company ,NE,BrewPub,-95.9303739608,41.2553349585,68102,2006,2015,310550018002033,31055001800
150 N. Mosley St. ,Wichita,River City Brewing Company ,KS,BrewPub,-97.3273172313,37.6870548891,67202,2006,2015,201730043002040,20173004300
150 North Mosley Street ,Wichita,River City Brewing Company ,KS,BrewPub,-97.327228,37.6874309,67202,2005,2005,201730043002040,20173004300
417 SW 37th Street,Topeka,Blind Tiger,KS,BrewPub,-95.6758635,39.0006513,66605,2005,2005,201770029003001,20177002900
417 SW 37th St.,Topeka,Blind Tiger,KS,BrewPub,-95.6842426365,39.0005629337,66605,2006,2015,201770029003010,20177002900
311 North Burch Street ,Olathe,Pony Express Brewing Company ,KS,MicroBrewery,-94.79547,38.8858869,66061,2005,2005,200910529052017,20091052905
311 N. Burch St. ,Olathe,Pony Express Brewing Company ,KS,MicroBrewery,-94.7949667849,38.885142356,66061,2006,2015,200910529052018,20091052905
206 Choctaw Street,Leavenworth,High Noon Saloon & Brewery,KS,BrewPub,-94.9111194,39.3169425,66048,2005,2005,201030701001044,20103070100
206 Choctaw St.,Leavenworth,High Noon Saloon & Brewery,KS,BrewPub,-94.9104985297,39.3169758832,66048,2006,2015,201030701001044,20103070100
636 Massachusetts St.,Lawrence,Free State Brewing Co.,KS,BrewPub,-95.2357736975,38.9724869295,66044,2006,2015,200450002001008,20045000200
636 Massachusetts Street,Lawrence,Free State Brewing Co.,KS,BrewPub,-95.2355254,38.9717476,66044,2005,2005,200450002001008,20045000200
300 S. Market Avenue,Springfield,Springfield Brewing Co.,MO,BrewPub,-93.2955223,37.2079053,65806,2005,2005,290770001001019,29077000100
305 S. Market Ave.,Springfield,Springfield Brewing Co.,MO,BrewPub,-93.295487,37.207681,65806,2014,2015,290770001001030,29077000100
300 S. Market Ave.,Springfield,Springfield Brewing Co.,MO,BrewPub,-93.2953176279,37.207750534,65806,2006,2013,290770001001030,29077000100
12581 Dallas Lane (off M Highway),Cabool,Little Yeoman Brewery,MO,MicroBrewery,-92.13624,37.1748165147,65689,2010,2014,292154804001175,29215480400
Dallas Lane (off M Highway),Cabool,Little Yeoman Brewery,MO,MicroBrewery,-92.13624,37.1748165147,65689,2008,2009,292154804001175,29215480400
4317 Native Stone Road,Jefferson City,Bull Rock Brewery,MO,BrewPub,-92.338865,38.670929,65109,2005,2005,290510206001004,29051020600
4317 Native Stone Rd.,Jefferson City,Bull Rock Brewery,MO,BrewPub,-92.3376181793,38.6606201687,65109,2006,2014,290510206001047,29051020600
3200 N. Ameristar Dr.,Kansas City,Amerisports Brew Pub,MO,BrewPub,-94.4771146286,39.1513753737,64161,2006,2015,290470222002091,29047022200
8201 NE Birmingham Road,Kansas City,Amerisports Brew Pub,MO,BrewPub,-94.4820352,39.1550735,64161,2005,2005,290470222002092,29047022200
Two Main Street ,Parkville,Power Plant Restaurant & Brewery ,MO,BrewPub,-94.684402,39.188879,64152,2005,2005,291650303052026,29165030305
2 Main St. ,Parkville,Power Plant Restaurant & Brewery ,MO,BrewPub,-94.6841911909,39.188970795,64152,2006,2009,291650303052026,29165030305
4057 Pennsylvania Avenue ,Kansas City,McCoy's Public House & Brewkitchen ,MO,BrewPub,-94.5915451,39.0531397,64111,2005,2005,290950168004030,29095016800
4057 Pennsylvania Ave. ,Kansas City,McCoy's Public House & Brewkitchen ,MO,BrewPub,-94.5917003107,39.0534002655,64111,2006,2015,290950168004030,29095016800
2501 Southwest Blvd. ,Kansas City,Boulevard Brewing Company ,MO,MicroBrewery,-94.5966017799,39.0822501527,64108,2006,2015,290950153002004,29095015300
2501 Southwest Boulevard ,Kansas City,Boulevard Brewing Company ,MO,MicroBrewery,-94.5966532,39.0821348,64108,2005,2005,290950153002004,29095015300
500 Walnut St. ,Kansas City,River Market Brewing Company ,MO,BrewPub,-94.5819921575,39.1084779072,64106,2006,2010,290950152001076,29095015200
500 Walnut Street ,Kansas City,River Market Brewing Company ,MO,BrewPub,-94.5818005,39.1083806,64106,2005,2005,290950152001076,29095015200
215 W. Washington St.,Kirksville,Il Spazio Brewery Pub & Restaurant,MO,BrewPub,-92.5846161414,40.1945754428,63501,2006,2009,290019503004020,29001950300
215 West Washington Street,Kirksville,Il Spazio Brewery Pub & Restaurant,MO,BrewPub,-92.5850616,40.194473,63501,2005,2005,290019503004020,29001950300
3446 Pheasant Meadow Dr.,O'Fallon,Yippie-ie-O Grill,MO,BrewPub,-90.6963995917,38.7458714897,63366,2006,2006,291833111242022,29183311124
26 West Industrial Drive,O'Fallon,O'Fallon Brewery,MO,MicroBrewery,-90.753246,38.805807,63366,2005,2005,291833118022064,29183311802
26 W. Industrial Dr.,O'Fallon,O'Fallon Brewery,MO,MicroBrewery,-90.7514336048,38.8059129485,63366,2006,2015,291833118022064,29183311802
3446 Pheasant Meadow Drive,O'Fallon,Yippie-ie-O Grill,MO,BrewPub,-90.69752,38.74597,63366,2005,2005,291833111242022,29183311124
5221 Water St.,Augusta,Augusta Brewing Co. Beer Garden,MO,BrewPub,-90.8801165648,38.5706047933,63332,2006,2015,291833122042087,29183312204
5221 Water Street,Augusta,Augusta Brewing Co. Beer Garden,MO,BrewPub,-90.8801856,38.5702182,63332,2005,2005,291833122042087,29183312204
921 South Riverside Drive ,St. Charles,Trailhead Brewing Company ,MO,BrewPub,-90.4839869,38.7744654,63301,2005,2005,291833105022041,29183310502
921 S. Riverside Dr. ,St. Charles,Trailhead Brewing Company ,MO,BrewPub,-90.4848338514,38.7746123001,63301,2006,2015,291833105022011,29183310502
7260 Southwest Avenue ,Maplewood,Schlafly Bottleworks ,MO,BrewPub,-90.3153033,38.6130246,63143,2005,2005,291892170001003,29189217000
7260 Southwest Ave. ,Maplewood,Schlafly Bottleworks ,MO,BrewPub,-90.3159722654,38.6132711604,63143,2006,2015,291892170001003,29189217000
41 N. Central,Clayton,Il Vicino Wood Oven Pizza and Brewery ,MO,BrewPub,-90.3382075,38.6508769,63105,2005,2005,291892165002014,29189216500
41 North Central Ave.,Clayton,Il Vicino Wood Oven Pizza and Brewery ,MO,BrewHouse,-90.338335,38.650872,63105,2010,2010,291892165002014,29189216500
2100 Locust Street ,St. Louis,Schlafly Tap Room,MO,BrewPub,-90.209769,38.632968,63103,2005,2005,295101275002045,29510127500
2100 Locust St. ,St. Louis,Schlafly Tap Room,MO,BrewPub,-90.2094384368,38.6331168189,63103,2006,2015,295101275002055,29510127500
721 N. 2nd St. ,St. Louis,Morgan Street Brewery,MO,BrewPub,-90.1845848882,38.6305288064,63102,2006,2015,295101256002026,29510125600
721 N. 2nd Street ,St. Louis,Morgan Street Brewery,MO,BrewPub,-90.18528,38.630903,63102,2005,2005,295101256002026,29510125600
415 Hampshire Street,Quincy,O'Griff's Irish Pub & Brewhouse,IL,BrewPub,-91.409297,39.9334848,62301,2005,2005,170010007002032,17001000700
415 Hampshire St.,Quincy,O'Griff's Irish Pub & Brewhouse,IL,BrewPub,-91.4097761352,39.9332817749,62301,2006,2015,170010007002032,17001000700
102 N. Center St.,Bloomington,Illinois Brewing Co.,IL,BrewPub,-88.9950506084,40.4785600961,61701,2006,2015,171130016002022,17113001600
102 North Center Street,Bloomington,Illinois Brewing Co.,IL,BrewPub,-88.9945967,40.4787778,61701,2005,2005,171130016002019,17113001600
619 Water St.,Peoria,John S. Rhodell Brewery,IL,BrewPub,-89.5945252211,40.6861395854,61602,2006,2015,171430009001050,17143000900
619 Water Street,Peoria,John S. Rhodell Brewery,IL,BrewPub,-89.5947892,40.6857255,61602,2005,2005,171430009001050,17143000900
118 East Main Street,Elmwood,Elmwood Brewing Co. Restaurant & Brewery,IL,BrewPub,-89.9652,40.777759,61529,2005,2005,171430040003080,17143004000
118 E. Main St.,Elmwood,Elmwood Brewing Co. Restaurant & Brewery,IL,BrewPub,-89.9660535417,40.7778032229,61529,2006,2008,171430040003080,17143004000
215 E. State St.,Rockford,Carlyle Brewing Co.,IL,BrewPub,-89.090470661,42.2689440908,61104,2006,2015,172010011001048,17201001100
215 East State Street,Rockford,Carlyle Brewing Co.,IL,BrewPub,-89.0906289,42.2689583,61104,2005,2005,172010011001048,17201001100
3535 N. Clark St. ,Chicago,Goose Island Beer Company,IL,BrewPub,-87.6559611626,41.9466858983,60657,2006,2014,170318320001010,17031832000
3535 North Clark Street ,Chicago,Goose Island Beer Company,IL,BrewPub,-87.6555026,41.9464894,60657,2005,2005,170318320001010,17031832000
1927 West North Avenue,Chicago,Piece Brewery & Pizzeria,IL,BrewPub,-87.6762094,41.910469,60622,2005,2005,170312415003002,17031241500
1927 W. North Ave.,Chicago,Piece Brewery & Pizzeria,IL,BrewPub,-87.6762320602,41.9103638088,60622,2006,2015,170312415003002,17031241500
1800 N. Clybourn ,Chicago,Goose Island Beer Company,IL,BrewPub,-87.6537134397,41.9136912687,60614,2006,2015,170318326002019,17031832600
1800 North Clybourn ,Chicago,Goose Island Beer Company,IL,BrewPub,-87.6537358,41.9137245,60614,2005,2005,170318326002019,17031832600
1 W. Grand Ave. ,Chicago,Rock Bottom Restaurant & Brewery ,IL,BrewPub,-87.6282351666,41.8915920745,60610,2006,2015,170310816001004,17031081600
1 West Grand Avenue ,Chicago,Rock Bottom Restaurant & Brewery ,IL,BrewPub,-87.628304,41.8914934,60610,2005,2005,170310816001004,17031081600
15845 S. La Grange Rd. ,Orland Park,Harrison's Brewing Company ,IL,BrewPub,-87.8526760533,41.6023334271,60462,2006,2013,170318241063034,17031824106
15845 S. LaGrange Road ,Orland Park,Harrison's Brewing Company ,IL,BrewPub,-87.852193,41.602799,60462,2005,2005,170318241063034,17031824106
54 E. St. Charles Road ,Villa Park,Lunar Brewing ,IL,BrewPub,-87.9766096,41.8899874,60181,2005,2005,170438431003012,17043843100
54 E. St. Charles Rd. ,Villa Park,Lunar Brewing ,IL,BrewPub,-87.9773513437,41.8898188638,60181,2006,2015,170438431003012,17043843100
1385 N. Meacham Rd.,Schaumburg,Prairie Rock Brewing Co.,IL,BrewPub,-88.0450113673,42.0534365253,60173,2006,2007,170318046032027,17031804603
1385 North Meacham Road,Schaumburg,Prairie Rock Brewing Co.,IL,BrewPub,-88.0443365,42.0560863,60173,2005,2005,170318046032020,17031804603
717 East Butterfield Road,Lombard,Taylor Brewing Co.,IL,BrewPub,-87.9985715,41.8392754,60148,2005,2005,170438444012002,17043844401
717 E. Butterfield Rd.,Lombard,Taylor Brewing Co.,IL,BrewPub,-87.9988574982,41.8396654873,60148,2006,2011,170438444012002,17043844401
306 W. State St.,Geneva,Stockholm's Vardsus,IL,BrewPub,-88.3077200091,41.8877644195,60134,2006,2015,170898526013011,17089852601
306 W. State Street,Geneva,Stockholm's Vardsus,IL,BrewPub,-88.3083238,41.8877604,60134,2005,2005,170898526013010,17089852601
127 South Grove Ave.,Elgin,Prairie Rock Brewing Co.,IL,BrewPub,-88.2818123,42.0346724,60120,2005,2005,170898546002036,17089854600
127 S. Grove Ave.,Elgin,Prairie Rock Brewing Co.,IL,BrewPub,-88.2816108867,42.0344701101,60120,2006,2008,170898546002054,17089854600
441 W. Bonner Rd.,Wauconda,Small Town Brewery,IL,MicroBrewery,-88.150657,42.2777,60084,2012,2013,170978642051059,17097864205
"1000 Brown St., Suite 212",Wauconda,Small Town Brewery,IL,MicroBrewery,-88.151442,42.274353,60084,2014,2015,170978642051116,17097864205
9520 W. Higgins Rd.,Rosemont,Ram Restaurant & Brewery,IL,BrewPub,-87.8630636949,41.9926432255,60018,2007,2015,170317707001001,17031770700
9520 Higgins Rd.,Rosemont,Ram Restaurant & Brewery,IL,BrewPub,-87.8633927,41.9937762,60018,2005,2006,170317707001001,17031770700
105 Hollywood Blvd.,South Barrington,Brass Restaurant & Brewery,IL,BrewPub,-88.1473179742,42.0688219637,60010,2006,2015,170318042013024,17031804201
22221 N. Pepper Rd.,Lake Barrington,Onion Pub Restaurant & Brewery,IL,BrewPub,-88.1844690094,42.1864194916,60010,2006,2015,170978643071011,17097864307
22221 North Pepper Road,Lake Barrington,Onion Pub Restaurant & Brewery,IL,BrewPub,-88.1833268,42.1866726,60010,2005,2005,170978643071011,17097864307
105 Hollywood Boulevard,South Barrington,Brass Restaurant & Brewery,IL,BrewPub,-88.144299,42.070986,60010,2005,2005,170318042013024,17031804201
2 Central Ave.,Whitefish,Great Northern Brewing Co.,MT,MicroBrewery,-114.33682647,48.4123544913,59937,2006,2015,300290004023007,30029000402
2 Central Avenue,Whitefish,Great Northern Brewing Co.,MT,MicroBrewery,-114.3372852,48.412315,59937,2005,2005,300290004023007,30029000402
285 N. Main,Kalispell,Barley's Brewhouse & Grill,MT,BrewPub,-114.314871,48.202789,59901,2005,2006,300290009003046,30029000900
285 N. Main St.,Kalispell,Barley's Brewhouse & Grill,MT,BrewPub,-114.315329117,48.2028531005,59901,2007,2009,300290009004023,30029000900
6 10th Avenue East,Polson,Glacier Brewing Co.,MT,MicroBrewery,-114.162841,47.685975,59860,2005,2005,300479403035088,30047940303
6 10th Ave. E.,Polson,Glacier Brewing Co.,MT,MicroBrewery,-114.16339751,47.6861902236,59860,2006,2015,300479403035073,30047940303
101 Marcus Street,Hamilton,Bitter Root Brewing,MT,MicroBrewery,-114.1542115,46.2472779,59840,2005,2005,300810006001051,30081000600
101 Marcus St.,Hamilton,Bitter Root Brewing,MT,MicroBrewery,-114.153976626,46.2476302953,59840,2006,2015,300810006001051,30081000600
120 Hickory Street,Missoula,Big Sky Brewing Co.,MT,MicroBrewery,-114.0057897,46.87063,59801,2005,2005,300630007001009,30063000700
602 Myrtle Street,Missoula,Kettlehouse Brewing Co.,MT,MicroBrewery,-113.9987713,46.865937,59801,2005,2005,300630007002016,30063000700
602 Myrtle St.,Missoula,Kettlehouse Brewing Co.,MT,MicroBrewery,-113.998939555,46.8658760898,59801,2006,2015,300630007002015,30063000700
120 Hickory St.,Missoula,Big Sky Brewing Co.,MT,MicroBrewery,-114.006343989,46.8704402387,59801,2006,2006,300630007001010,30063000700
139 N. Canyon Street,West Yellowstone,Wolfpack Brewing Co.,MT,BrewPub,-111.0994608,44.6620529,59758,2005,2005,300310015001027,30031001500
139 N. Canyon St.,West Yellowstone,Wolfpack Brewing Co.,MT,BrewPub,-111.099677311,44.6580133028,59758,2006,2010,300310015001080,30031001500
401 E. Main Street,Belgrade,Big Hole Brewing Co.,MT,MicroBrewery,-111.1715423,45.7735956,59714,2005,2005,300310001032061,30031000103
20900 Frontage Rd.,Belgrade,Lightning Boy Brewery,MT,MicroBrewery,-111.165697323,45.7705756769,59714,2006,2015,300310001032094,30031000103
20900 Frontage Road,Belgrade,Lightning Boy Brewery,MT,MicroBrewery,-111.1651605,45.7700427,59714,2005,2005,300310001033015,30031000103
401 E. Main St.,Belgrade,Big Hole Brewing Co.,MT,MicroBrewery,-111.171154819,45.7739751886,59714,2006,2011,300310001032061,30031000103
54 S. Park Ave.,Helena,Blackfoot River Brewing,MT,MicroBrewery,-112.040904215,46.5874620007,59601,2006,2015,300490007001012,30049000700
54 South Park Avenue,Helena,Blackfoot River Brewing,MT,MicroBrewery,-112.0416433,46.5864494,59601,2005,2005,300490007001012,30049000700
57 Castner St.,Belt,Harvest Moon Brewing Co.,MT,MicroBrewery,-110.929181633,47.3857305676,59412,2006,2015,300130106002024,30013010600
57 Castner Street,Belt,Harvest Moon Brewing Co.,MT,MicroBrewery,-110.926535,47.386581,59412,2005,2005,300130106002044,30013010600
1014 South Haynes Avenue,Miles City,Milestown Brewing @ Golden Spur Casino,MT,BrewPub,-105.8226092,46.3990436,59301,2005,2005,300179619002007,30017961900
1014 S. Haynes Ave.,Miles City,Milestown Brewing @ Golden Spur Casino,MT,BrewPub,-105.822476256,46.3989969141,59301,2006,2008,300179619002007,30017961900
2405 1st Avenue North,Billings,Angry Hanks Taproom,MT,BrewPub,-108.5009,45.7845,59101,2007,2015,301110004023022,30111000402
2123 1st Ave. N.,Billings,Yellowstone Valley Brewing Co.,MT,BrewPub,-108.497562011,45.7862720556,59101,2006,2015,301110002003081,30111000200
2123 1st Avenue N.,Billings,Yellowstone Valley Brewing Co.,MT,MicroBrewery,-108.498138,45.786058,59101,2005,2005,301110002003081,30111000200
